codelist,code,label,parent
sic,28-23,28.23 : Manufacture of office machinery and equipment (except computers and peripheral equipment),28-2
sic,28-24,28.24 : Manufacture of power-driven hand tools,28-2
sic,28-25,28.25 : Manufacture of non-domestic cooling and ventilation equipment,28-2
sic,28-29,28.29 : Manufacture of other general-purpose machinery n.e.c.,28-2
sic,28-3,28.3 : Manufacture of agricultural and forestry machinery,28
sic,28-30,28.30 : Manufacture of agricultural and forestry machinery,28-3
sic,28-301,28.30/1 : Manufacture of agricultural tractors,28-30
sic,28-302,28.30/2 : Manufacture of agricultural and forestry machinery (other than agricultural tractors),28-30
sic,28-4,28.4 : Manufacture of metal forming machinery and machine tools,28
sic,28-41,28.41 : Manufacture of metal forming machinery,28-4
sic,28-49,28.49 : Manufacture of other machine tools,28-4
sic,28-9,28.9 : Manufacture of other special-purpose machinery,28
sic,28-91,28.91 : Manufacture of machinery for metallurgy,28-9
sic,28-92,"28.92 : Manufacture of machinery for mining, quarrying and construction",28-9
sic,28-921,28.92/1 : Manufacture of machinery for mining,28-92
sic,28-922,28.92/2 : Manufacture of earthmoving equipment,28-92
sic,28-923,28.92/3 : Manufacture of equipment for concrete crushing and screening roadworks,28-92
sic,28-93,"28.93 : Manufacture of machinery for food, beverage and tobacco processing",28-9
sic,28-94,"28.94 : Manufacture of machinery for textile, apparel and leather production",28-9
sic,28-95,28.95 : Manufacture of machinery for paper and paperboard production,28-9
sic,28-96,28.96 : Manufacture of plastics and rubber machinery,28-9
sic,28-99,28.99 : Manufacture of other special-purpose machinery n.e.c.,28-9
sic,29,"29 : Manufacture of motor vehicles, trailers and semi-trailers",C
sic,29-1,29.1 : Manufacture of motor vehicles,29
sic,29-10,29.10 : Manufacture of motor vehicles,29-1
sic,29-2,29.2 : Manufacture of bodies (coachwork) for motor vehicles,29
sic,29-20,29.20 : Manufacture of bodies (coachwork) for motor vehicles,29-2
sic,29-201,29.20/1 : Manufacture of bodies (coachwork) for motor vehicles (except caravans),29-20
sic,29-202,29.20/2 : Manufacture of trailers and semi-trailers,29-20
sic,29-203,29.20/3 : Manufacture of caravans,29-20
sic,29-3,29.3 : Manufacture of parts and accessories for motor vehicles,29
sic,29-31,29.31 : Manufacture of electrical and electronic equipment for motor vehicles,29-3
sic,29-32,29.32 : Manufacture of other parts and accessories for motor vehicles,29-3
sic,30,30 : Manufacture of other transport equipment,C
sic,30-1,30.1 : Building of ships and boats,30
sic,30-11,30.11 : Building of ships and floating structures,30-1
sic,30-12,30.12 : Building of pleasure and sporting boats,30-1
sic,30-2,30.2 : Manufacture of railway locomotives and rolling stock,30
sic,30-20,30.20 : Manufacture of railway locomotives and rolling stock,30-2
sic,30-3,30.3 : Manufacture of air and spacecraft and related machinery,30
sic,30-30,30.30 : Manufacture of air and spacecraft and related machinery,30-3
sic,30-4,30.4 : Manufacture of military fighting vehicles,30
sic,30-40,30.40 : Manufacture of military fighting vehicles,30-4
sic,30-9,30.9 : Manufacture of transport equipment n.e.c.,30
sic,30-91,30.91 : Manufacture of motorcycles,30-9
sic,30-92,30.92 : Manufacture of bicycles and invalid carriages,30-9
sic,30-99,30.99 : Manufacture of other transport equipment n.e.c.,30-9
sic,31,31 : Manufacture of furniture,C
sic,31-0,31.0 : Manufacture of furniture,31
sic,31-01,31.01 : Manufacture of office and shop furniture,31-0
sic,31-02,31.02 : Manufacture of kitchen furniture,31-0
sic,31-03,31.03 : Manufacture of mattresses,31-0
sic,31-09,31.09 : Manufacture of other furniture,31-0
sic,32,32 : Other manufacturing,C
sic,32-1,"32.1 : Manufacture of jewellery, bijouterie and related articles",32
sic,32-11,32.11 : Striking of coins,32-1
sic,32-12,32.12 : Manufacture of jewellery and related articles,32-1
sic,32-13,32.13 : Manufacture of imitation jewellery and related articles,32-1
sic,32-2,32.2 : Manufacture of musical instruments,32
sic,32-20,32.20 : Manufacture of musical instruments,32-2
sic,32-3,32.3 : Manufacture of sports goods,32
sic,32-30,32.30 : Manufacture of sports goods,32-3
sic,32-4,32.4 : Manufacture of games and toys,32
sic,32-40,32.40 : Manufacture of games and toys,32-4
sic,32-401,32.40/1 : Manufacture of professional and arcade games and toys,32-40
sic,32-409,32.40/9 : Manufacture of games and toys (other than professional and arcade games and toys) n.e.c.,32-40
sic,32-5,32.5 : Manufacture of medical and dental instruments and supplies,32
sic,32-50,32.50 : Manufacture of medical and dental instruments and supplies,32-5
sic,32-9,32.9 : Other manufacturing n.e.c.,32
sic,32-91,32.91 : Manufacture of brooms and brushes,32-9
sic,32-99,32.99 : Other manufacturing n.e.c.,32-9
sic,33,33 : Repair and installation of machinery and equipment,C
sic,33-1,"33.1 : Repair of fabricated metal products, machinery and equipment",33
sic,33-11,33.11 : Repair of fabricated metal products,33-1
sic,33-12,33.12 : Repair of machinery,33-1
sic,33-13,33.13 : Repair of electronic and optical equipment,33-1
sic,33-14,33.14 : Repair of electrical equipment,33-1
sic,33-15,33.15 : Repair and mainte*ce of ships and boats,33-1
sic,33-16,33.16 : Repair and mainte*ce of aircraft and spacecraft,33-1
sic,33-17,33.17 : Repair and mainte*ce of other transport equipment,33-1
sic,33-19,33.19 : Repair of other equipment,33-1
sic,33-2,33.2 : Installation of industrial machinery and equipment,33
sic,33-20,33.20 : Installation of industrial machinery and equipment,33-2
sic,D,"D : Electricity, gas, steam and air conditioning supply",total
sic,35,"35 : Electricity, gas, steam and air conditioning supply",D
sic,35-1,"35.1 : Electric power generation, transmission and distribution",35
sic,35-11,35.11 : Production of electricity,35-1
sic,35-12,35.12 : Transmission of electricity,35-1
sic,35-13,35.13 : Distribution of electricity,35-1
sic,35-14,35.14 : Trade of electricity,35-1
sic,35-2,35.2 : Manufacture of gas,35
sic,35-21,35.21 : Manufacture of gas,35-2
sic,35-22,35.22 : Distribution of gaseous fuels through mains,35-2
sic,35-23,35.23 : Trade of gas through mains,35-2
sic,35-3,35.3 : Steam and air conditioning supply,35
sic,35-30,35.30 : Steam and air conditioning supply,35-3
sic,E,E : Water supply,total
sic,36,"36 : Water collection, treatment and supply",E
sic,36-0,"36.0 : Water collection, treatment and supply",36
sic,36-00,"36.00 : Water collection, treatment and supply",36-0
sic,37,37 : Sewerage,E
sic,37-0,37.0 : Sewerage,37
sic,37-00,37.00 : Sewerage,37-0
sic,38,"38 : Waste collection, treatment and disposal activities",E
sic,38-1,38.1 : Waste collection,38
sic,38-11,38.11 : Collection of non-hazardous waste,38-1
sic,38-12,38.12 : Collection of hazardous waste,38-1
sic,38-2,38.2 : Waste treatment and disposal,38
sic,38-21,38.21 : Treatment and disposal of non-hazardous waste,38-2
sic,38-22,38.22 : Treatment and disposal of hazardous waste,38-2
sic,38-3,38.3 : Materials recovery,38
sic,38-31,38.31 : Dismantling of wrecks,38-3
sic,38-32,38.32 : Recovery of sorted materials,38-3
sic,39,39 : Remediation activities and other waste management services.,E
sic,39-0,39.0 : Remediation activities and other waste management services,39
sic,39-00,39.00 : Remediation activities and other waste management services,39-0
sic,F,F : Construction,total
sic,41,41 : Construction of buildings,F
sic,41-1,41.1 : Development of building projects,41
sic,41-10,41.10 : Development of building projects,41-1
sic,41-2,41.2 : Construction of residential and non-residential buildings,41
sic,41-20,41.20 : Construction of residential and non-residential buildings,41-2
sic,41-201,41.20/1 : Construction of commercial buildings,41-20
sic,41-202,41.20/2 : Construction of domestic buildings,41-20
sic,42,42 : Civil engineering,F
sic,42-1,42.1 : Construction of roads and railways,42
sic,42-11,42.11 : Construction of roads and motorways,42-1
sic,42-12,42.12 : Construction of railways and underground railways,42-1
sic,42-13,42.13 : Construction of bridges and tunnels,42-1
sic,42-2,42.2 : Construction of utility projects,42
sic,42-21,42.21 : Construction of utility projects for fluids,42-2
sic,42-22,42.22 : Construction of utility projects for electricity and telecommunications,42-2
sic,42-9,42.9 : Construction of other civil engineering projects,42
sic,42-91,42.91 : Construction of water projects,42-9
sic,42-99,42.99 : Construction of other civil engineering projects n.e.c.,42-9
sic,43,43 : Specialised construction activities,F
sic,43-1,43.1 : Demolition and site preparation,43
sic,43-11,43.11 : Demolition,43-1
sic,43-12,43.12 : Site preparation,43-1
sic,43-13,43.13 : Test drilling and boring,43-1
sic,43-2,"43.2 : Electrical, plumbing and other construction installation activities",43
sic,43-21,43.21 : Electrical installation,43-2
sic,43-22,"43.22 : Plumbing, heat and air-conditioning installation",43-2
sic,43-29,43.29 : Other construction installation,43-2
sic,43-3,43.3 : Building completion and finishing,43
sic,43-31,43.31 : Plastering,43-3
sic,43-32,43.32 : Joinery installation,43-3
sic,43-33,43.33 : Floor and wall covering,43-3
sic,43-34,43.34 : Painting and glazing,43-3
sic,43-341,43.34/1 : Painting,43-34
sic,43-342,43.34/2 : Glazing,43-34
sic,43-39,43.39 : Other building completion and finishing,43-3
sic,43-9,43.9 : Other specialised construction activities,43
sic,43-91,43.91 : Roofing activities,43-9
sic,43-99,43.99 : Other specialised construction activities n.e.c.,43-9
sic,43-991,43.99/1 : Scaffold erection,43-99
sic,43-999,43.99/9 : Specialised construction activities (other than scaffold erection) n.e.c.,43-99
sic,G,G : Wholesale and retail trade,total
sic,45,45 : Wholesale and retail trade and repair of motor vehicles and motorcycles,G
sic,45-1,45.1 : Sale of motor vehicles,45
sic,45-11,45.11 : Sale of cars and light motor vehicles,45-1
sic,45-111,45.11/1 : Sale of new cars and light motor vehicles,45-11
sic,45-112,45.11/2 : Sale of used cars and light motor vehicles,45-11
sic,45-19,45.19 : Sale of other motor vehicles,45-1
sic,45-2,45.2 : Mainte*ce and repair of motor vehicles,45
sic,45-20,45.20 : Mainte*ce and repair of motor vehicles,45-2
sic,45-3,45.3 : Sale of motor vehicle parts and accessories,45
sic,45-31,45.31 : Wholesale trade of motor vehicle parts and accessories,45-3
sic,45-32,45.32 : Retail trade of motor vehicle parts and accessories,45-3
sic,45-4,"45.4 : Sale, mainte*ce and repair of motorcycles and related parts and accessories",45
sic,45-40,"45.40 : Sale, mainte*ce and repair of motorcycles and related parts and accessories",45-4
sic,46,"46 : Wholesale trade, except of motor vehicles and motorcycles",G
sic,46-1,46.1 : Wholesale on a fee or contract basis,46
sic,46-11,"46.11 : Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",46-1
sic,46-12,"46.12 : Agents involved in the sale of fuels, ores, metals and industrial chemicals",46-1
sic,46-13,46.13 : Agents involved in the sale of timber and building materials,46-1
sic,46-14,"46.14 : Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46-1
sic,46-15,"46.15 : Agents involved in the sale of furniture, household goods, hardware and ironmongery",46-1
sic,46-16,"46.16 : Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",46-1
sic,46-17,"46.17 : Agents involved in the sale of food, beverages and tobacco",46-1
sic,46-18,46.18 : Agents specialised in the sale of other particular products,46-1
sic,46-19,46.19 : Agents involved in the sale of a variety of goods,46-1
sic,46-2,46.2 : Wholesale of agricultural raw materials and live animals,46
sic,46-21,"46.21 : Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",46-2
sic,46-22,46.22 : Wholesale of flowers and plants,46-2
sic,46-23,46.23 : Wholesale of live animals,46-2
sic,46-24,"46.24 : Wholesale of hides, skins and leather",46-2
sic,46-3,"46.3 : Wholesale of food, beverages and tobacco",46
sic,46-31,46.31 : Wholesale of fruit and vegetables,46-3
sic,46-32,46.32 : Wholesale of meat and meat products,46-3
sic,46-33,"46.33 : Wholesale of dairy products, eggs and edible oils and fats",46-3
sic,46-34,46.34 : Wholesale of beverages,46-3
sic,46-341,"46.34/1 : Wholesale of fruit and vegetable juices, mineral waters and soft drinks",46-34
sic,46-342,"46.34/2 : Wholesale of wine, beer, spirits and other alcoholic beverages",46-34
sic,46-35,46.35 : Wholesale of tobacco products,46-3
sic,46-36,46.36 : Wholesale of sugar and chocolate and sugar confectionery,46-3
sic,46-37,"46.37 : Wholesale of coffee, tea, cocoa and spices",46-3
sic,46-38,"46.38 : Wholesale of other food, including fish, crustaceans and molluscs",46-3
sic,46-39,"46.39 : Non-specialised wholesale of food, beverages and tobacco",46-3
sic,46-4,46.4 : Wholesale of household goods,46
sic,46-41,46.41 : Wholesale of textiles,46-4
sic,46-42,46.42 : Wholesale of clothing and footwear,46-4
sic,46-43,46.43 : Wholesale of electrical household appliances,46-4
sic,46-431,"46.43/1 : Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played",46-43
sic,46-439,"46.43/9 : Wholesale of radio and television goods and of electrical household appliances (other than of gramophone records, audio tapes, compact discs and video tapes and the equipment on which these are played) n.e.c.",46-43
sic,46-44,46.44 : Wholesale of china and glassware and cleaning materials,46-4
sic,46-45,46.45 : Wholesale of perfume and cosmetics,46-4
sic,46-46,46.46 : Wholesale of pharmaceutical goods,46-4
sic,46-47,"46.47 : Wholesale of furniture, carpets and lighting equipment",46-4
sic,46-48,46.48 : Wholesale of watches and jewellery,46-4
sic,46-49,46.49 : Wholesale of other household goods,46-4
sic,46-491,46.49/1 : Wholesale of musical instruments,46-49
sic,46-499,46.49/9 : Wholesale of household goods (other than musical instruments) n.e.c.,46-49
sic,46-5,46.5 : Wholesale of information and communication equipment,46
sic,46-51,"46.51 : Wholesale of computers, computer peripheral equipment and software",46-5
sic,46-52,46.52 : Wholesale of electronic and telecommunications equipment and parts,46-5
sic,46-6,"46.6 : Wholesale of other machinery, equipment and supplies",46
sic,46-61,"46.61 : Wholesale of agricultural machinery, equipment and supplies",46-6
sic,46-62,46.62 : Wholesale of machine tools,46-6
sic,46-63,"46.63 : Wholesale of mining, construction and civil engineering machinery",46-6
sic,46-64,46.64 : Wholesale of machinery for the textile industry and of sewing and knitting machines,46-6
sic,46-65,46.65 : Wholesale of office furniture,46-6
sic,46-66,46.66 : Wholesale of other office machinery and equipment,46-6
sic,46-69,46.69 : Wholesale of other machinery and equipment,46-6
sic,46-7,46.7 : Other specialised wholesale,46
sic,46-71,"46.71 : Wholesale of solid, liquid and gaseous fuels and related products",46-7
sic,46-711,46.71/1 : Wholesale of petroleum and petroleum products,46-71
sic,46-719,46.71/9 : Wholesale of fuels and related products (other than petroleum and petroleum products),46-71
sic,46-72,46.72 : Wholesale of metals and metal ores,46-7
sic,46-73,"46.73 : Wholesale of wood, construction materials and sanitary equipment",46-7
sic,46-74,"46.74 : Wholesale of hardware, plumbing and heating equipment and supplies",46-7
sic,46-75,46.75 : Wholesale of chemical products,46-7
sic,46-76,46.76 : Wholesale of other intermediate products,46-7
sic,46-77,46.77 : Wholesale of waste and scrap,46-7
sic,46-9,46.9 : Non-specialised wholesale trade,46
sic,46-90,46.90 : Non-specialised wholesale trade,46-9
sic,47,"47 : Retail trade, except of motor vehicles and motorcycles",G
sic,47-1,47.1 : Retail sale in non-specialised stores,47
sic,47-11,"47.11 : Retail sale in non-specialised stores with food, beverages or tobacco predominating",47-1
sic,47-19,47.19 : Other retail sale in non-specialised stores,47-1
sic,47-2,"47.2 : Retail sale of food, beverages and tobacco in specialised stores",47
sic,47-21,47.21 : Retail sale of fruit and vegetables in specialised stores,47-2
sic,47-22,47.22 : Retail sale of meat and meat products in specialised stores,47-2
sic,47-23,"47.23 : Retail sale of fish, crustaceans and molluscs in specialised stores",47-2
sic,47-24,"47.24 : Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",47-2
sic,47-25,47.25 : Retail sale of beverages in specialised stores,47-2
sic,47-26,47.26 : Retail sale of tobacco products in specialised stores,47-2
sic,47-29,47.29 : Other retail sale of food in specialised stores,47-2
sic,47-3,47.3 : Retail sale of automotive fuel in specialised stores,47
sic,47-30,47.30 : Retail sale of automotive fuel in specialised stores,47-3
sic,47-4,47.4 : Retail sale of information and communication equipment in specialised stores,47
sic,47-41,"47.41 : Retail sale of computers, peripheral units and software in specialised stores",47-4
sic,47-42,47.42 : Retail sale of telecommunications equipment in specialised stores,47-4
sic,47-421,47.42/1 : Retail sale of mobile telephones in specialised stores,47-42
sic,47-429,"47.42/9 : Retail sale of telecommunications equipment (other than mobile telephones) n.e.c., in specialised stores",47-42
sic,47-43,47.43 : Retail sale of audio and video equipment in specialised stores,47-4
sic,47-5,47.5 : Retail sale of other household equipment in specialised stores,47
sic,47-51,47.51 : Retail sale of textiles in specialised stores,47-5
sic,47-52,"47.52 : Retail sale of hardware, paints and glass in specialised stores",47-5
sic,47-53,"47.53 : Retail sale of carpets, rugs, wall and floor coverings in specialised stores",47-5
sic,47-54,47.54 : Retail sale of electrical household appliances in specialised stores,47-5
sic,47-59,"47.59 : Retail sale of furniture, lighting equipment and other household articles in specialised stores",47-5
sic,47-591,47.59/1 : Retail sale of musical instruments and scores in specialised stores,47-59
sic,47-599,"47.59/9 : Retail sale of furniture, lighting equipment and other household articles (other than musical instruments) n.e.c., in specialised stores",47-59
sic,47-6,47.6 : Retail sale of cultural and recreation goods in specialised stores,47
sic,47-61,47.61 : Retail sale of books in specialised stores,47-6
sic,47-62,47.62 : Retail sale of newspapers and stationery in specialised stores,47-6
sic,47-63,47.63 : Retail sale of music and video recordings in specialised stores,47-6
sic,47-64,47.64 : Retail sale of sporting equipment in specialised stores,47-6
sic,47-65,47.65 : Retail sale of games and toys in specialised stores,47-6
sic,47-7,47.7 : Retail sale of other goods in specialised stores,47
sic,47-71,47.71 : Retail sale of clothing in specialised stores,47-7
sic,47-72,47.72 : Retail sale of footwear and leather goods in specialised stores,47-7
sic,47-721,47.72/1 : Retail sale of footwear in specialised stores,47-72
sic,47-722,47.72/2 : Retail sale of leather goods in specialised stores,47-72
sic,47-73,47.73 : Dispensing chemist in specialised stores,47-7
sic,47-74,47.74 : Retail sale of medical and orthopaedic goods in specialised stores,47-7
sic,47-741,47.74/1 : Retail sale of hearing aids in specialised stores,47-74
sic,47-749,"47.74/9 : Retail sale of medical and orthopaedic goods (other than hearing aids) n.e.c., in specialised stores",47-74
sic,47-75,47.75 : Retail sale of cosmetic and toilet articles in specialised stores,47-7
sic,47-76,"47.76 : Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",47-7
sic,47-77,47.77 : Retail sale of watches and jewellery in specialised stores,47-7
sic,47-78,47.78 : Other retail sale of new goods in specialised stores,47-7
sic,47-781,47.78/1 : Retail sale in commercial art galleries,47-78
sic,47-782,47.78/2 : Retail sale by opticians,47-78
sic,47-789,"47.78/9 : Other retail sale of new goods in specialised stores (other than by opticians or commercial art galleries), n.e.c",47-78
sic,47-79,47.79 : Retail sale of second-hand goods in stores,47-7
sic,47-791,"47.79/1 : Retail sale of antiques including antique books, in stores",47-79
sic,47-799,47.79/9 : Retail sale of second-hand goods (other than antiques and antique books) in stores,47-79
sic,47-8,47.8 : Retail sale via stalls and markets,47
sic,47-81,"47.81 : Retail sale via stalls and markets of food, beverages and tobacco products",47-8
sic,47-82,"47.82 : Retail sale via stalls and markets of textiles, clothing and footwear",47-8
sic,47-89,47.89 : Retail sale via stalls and markets of other goods,47-8
sic,47-9,"47.9 : Retail trade not in stores, stalls or markets",47
sic,47-91,47.91 : Retail sale via mail order houses or via internet,47-9
sic,47-99,"47.99 : Other retail sale not in stores, stalls or markets",47-9
sic,H,H : Transportation and storage,total
sic,49,49 : Land transport and transport via pipelines,H
sic,49-1,"49.1 : Passenger rail transport, interurban",49
sic,49-10,"49.10 : Passenger rail transport, interurban",49-1
sic,49-2,49.2 : Freight rail transport,49
sic,49-20,49.20 : Freight rail transport,49-2
sic,49-3,49.3 : Other passenger land transport,49
sic,49-31,49.31 : Urban and suburban passenger land transport,49-3
sic,49-311,"49.31/1 : Urban, suburban or metropolitan area passenger railway transportation by underground, metro and similar systems",49-31
sic,49-319,"49.31/9 : Urban, suburban or metropolitan area passenger land transport other than railway transportation by underground, metro and similar systems",49-31
sic,49-32,49.32 : Taxi operation,49-3
sic,49-39,49.39 : Other passenger land transport n.e.c.,49-3
sic,49-4,49.4 : Freight transport by road and removal services,49
sic,49-41,49.41 : Freight transport by road,49-4
sic,49-42,49.42 : Removal services,49-4
sic,49-5,49.5 : Transport via pipeline,49
sic,49-50,49.50 : Transport via pipeline,49-5
sic,50,50 : Water transport,H
sic,50-1,50.1 : Sea and coastal passenger water transport,50
sic,50-10,50.10 : Sea and coastal passenger water transport,50-1
sic,50-2,50.2 : Sea and coastal freight water transport,50
sic,50-20,50.20 : Sea and coastal freight water transport,50-2
sic,50-3,50.3 : Inland passenger water transport,50
sic,50-30,50.30 : Inland passenger water transport,50-3
sic,50-4,50.4 : Inland freight water transport,50
sic,50-40,50.40 : Inland freight water transport,50-4
sic,51,51 : Air transport,H
sic,51-1,51.1 : Passenger air transport,51
sic,51-10,51.10 : Passenger air transport,51-1
sic,51-101,51.10/1 : Scheduled passenger air transport,51-10
sic,51-102,51.10/2 : Non-scheduled passenger air transport,51-10
sic,51-2,51.2 : Freight air transport and space transport,51
sic,51-21,51.21 : Freight air transport,51-2
sic,51-22,51.22 : Space transport,51-2
sic,52,52 : Warehousing and support activities for transportation,H
sic,52-1,52.1 : Warehousing and storage,52
sic,52-10,52.10 : Warehousing and storage,52-1
sic,52-101,52.10/1 : Operation of warehousing and storage facilities for water transport activities of division 50,52-10
sic,52-102,52.10/2 : Operation of warehousing and storage facilities for air transport activities of division 51,52-10
sic,52-103,52.10/3 : Operation of warehousing and storage facilities for land transport activities of division 49,52-10
sic,52-2,52.2 : Support activities for transportation,52
sic,52-21,52.21 : Service activities incidental to land transportation,52-2
sic,52-211,52.21/1 : Operation of rail freight terminals,52-21
sic,52-212,52.21/2 : Operation of rail passenger facilities at railway stations,52-21
sic,52-213,52.21/3 : Operation of bus and coach passenger facilities at bus and coach stations,52-21
sic,52-219,"52.21/9 : Other service activities incidental to land transportation, n.e.c. (not including operation of rail freight terminals, passenger facilities at railway stations or passenger facilities at bus and coach stations)",52-21
sic,52-22,52.22 : Service activities incidental to water transportation,52-2
sic,52-23,52.23 : Service activities incidental to air transportation,52-2
sic,52-24,52.24 : Cargo handling,52-2
sic,52-241,52.24/1 : Cargo handling for water transport activities of division 50,52-24
sic,52-242,52.24/2 : Cargo handling for air transport activities of division 51,52-24
sic,52-243,52.24/3 : Cargo handling for land transport activities of division 49,52-24
sic,52-29,52.29 : Other transportation support activities,52-2
sic,53,53 : Postal and courier activities,H
sic,53-1,53.1 : Postal activities under universal service obligation,53
sic,53-10,53.10 : Postal activities under universal service obligation,53-1
sic,53-2,53.2 : Other postal and courier activities,53
sic,53-20,53.20 : Other postal and courier activities,53-2
sic,53-201,53.20/1 : Licensed carriers,53-20
sic,53-202,53.20/2 : Unlicensed carriers,53-20
sic,I,I : Accommodation and food service activities,total
sic,55,55 : Accommodation,I
sic,55-1,55.1 : Hotels and similar accommodation,55
sic,55-10,55.10 : Hotels and similar accommodation,55-1
sic,55-2,55.2 : Holiday and other short-stay accommodation,55
sic,55-20,55.20 : Holiday and other short-stay accommodation,55-2
sic,55-201,55.20/1 : Holiday centres and villages,55-20
sic,55-202,55.20/2 : Youth hostels,55-20
sic,55-209,55.20/9 : Other holiday and other short-stay accommodation (not including holiday centres and villages or youth hostels) n.e.c.,55-20
sic,55-3,"55.3 : Camping grounds, recreational vehicle parks and trailer parks",55
sic,55-30,"55.30 : Camping grounds, recreational vehicle parks and trailer parks",55-3
sic,55-9,55.9 : Other accommodation,55
sic,55-90,55.90 : Other accommodation,55-9
sic,56,56 : Food and beverage service activities,I
sic,56-1,56.1 : Restaurants and mobile food service activities,56
sic,56-10,56.10 : Restaurants and mobile food service activities,56-1
sic,56-101,56.10/1 : Licensed restaurants,56-10
sic,56-102,56.10/2 : Unlicensed restaurants and cafes,56-10
sic,56-103,56.10/3 : Take away food shops and mobile food stands,56-10
sic,56-2,56.2 : Event catering and other food service activities,56
sic,56-21,56.21 : Event catering activities,56-2
